name,description,target_amount,minbudget,maxbudget,datedebut,datefin,progress,status,objectivetype,isStatic,completed
In two market few.,"Process big center read election. Free series spend evidence pick foreign win.
Issue response ready. Lose social course someone herself expert build.",69221,34610,103831,2024-06-20,2026-03-26,54.85363435810828,Completed,PROFIT_MARGIN,False,0
Bit industry another.,"Analysis apply daughter along mean pass education. Sometimes man partner indicate role.
Else stop might thought hair. Identify citizen test after remain.",50172,25086,75258,2023-08-20,2025-10-26,82.88237106350948,InProgress,EXPENSE_CONTROL,True,1
Floor among.,"Chance first teacher really real. Rest drop although.
Group bed safe there eye school. Cause technology exactly develop after mean important.",79799,39899,119698,2024-01-21,2025-09-12,52.179661228151275,Completed,TAX_OPTIMIZATION,True,0
Attorney trade scientist.,"Take measure dog prevent hard. Color hot couple the daughter amount away.
Media position ball including thing.",22085,11042,33127,2025-03-16,2026-02-21,56.515110179789886,Completed,BUDGET,False,0
Drive.,"Happen soon people. Left source among region any level however. Lose modern full condition floor Democrat easy.
Wife head third turn all. Test where mind north. Write today accept usually across.",48794,24397,73191,2024-04-04,2026-01-17,24.586521796196813,Failed,EXPENSE_CONTROL,False,0
Recently state.,Consider issue pull fast season able. Hit our degree American fall recently.,53035,26517,79552,2024-11-27,2025-10-02,21.36087877110695,Completed,DEBT_MANAGEMENT,False,0
Resource then.,"Many give control resource. Must window time price toward spend.
Career major claim position. Room final his understand myself. Move maybe million job probably.",66108,33054,99162,2025-03-25,2025-12-21,48.280799610568295,InProgress,TAX_OPTIMIZATION,True,0
Take ground.,"Every sound glass especially down character pull send. Trouble of them crime. North check could scientist.
Nation turn music. Action every community perhaps least.",21947,10973,32920,2023-07-12,2024-06-13,62.13817515162957,Failed,TAX_OPTIMIZATION,True,0
Stuff might production.,"Rate structure nearly make until attorney. Able resource plant fire.
Language prevent by key pull including soon become. Break sit home keep.",55292,27646,82938,2025-03-19,2025-06-01,37.22997437646862,InProgress,BUDGET,True,0
Evening order million listen.,Fast present parent plant old. Ok red white interview compare catch. Fight leg want laugh memory light.,89073,44536,133609,2024-06-05,2025-07-04,64.05281210601855,InProgress,INVESTMENT,True,1
Study prepare.,Which fall father. To able two feeling western world. Officer health large.,74974,37487,112461,2024-12-16,2025-06-25,36.15502088281367,InProgress,PROFIT_MARGIN,False,0
Strategy easy.,Investment result phone later nation. Strategy which already choose term get similar student.,31961,15980,47941,2024-01-09,2025-06-12,38.78156328025326,Completed,BUDGET,True,0
Might our.,"Still move way local nation black game. Administration product eye understand public protect become.
Usually enough speak fish item. Describe use front stuff indeed job purpose.",89463,44731,134194,2024-03-25,2024-09-23,16.114920842894332,Failed,CASH_FLOW,False,0
Economic firm.,Voice leg inside artist really among true. Level he arrive technology another. Professor simply majority begin somebody.,95794,47897,143691,2023-09-19,2025-05-17,22.283860951803437,InProgress,DEBT_MANAGEMENT,True,0
Some idea table.,Herself know language important miss. Clear number under religious purpose tend. Talk former less recognize. Program prove design old.,56785,28392,85177,2024-04-07,2026-03-18,27.92878618482525,InProgress,TAX_OPTIMIZATION,False,0
Dream necessary.,Investment for old without floor face. Ever first effort tax available company. Behavior among really kind coach paper anything.,87563,43781,131344,2024-09-20,2026-03-21,27.67078205070772,Completed,EXPENSE_CONTROL,False,0
Understand.,"Matter fly care whom.
May market wait simply season foreign figure. Painting my hundred many central prevent person me.",27633,13816,41449,2025-03-11,2026-02-18,37.90885593667951,InProgress,INVESTMENT,False,0
Report generation character.,"Break check these research. Task fire support either parent.
Voice power painting two. And artist great society.",66311,33155,99466,2023-06-16,2024-10-18,89.35903441195897,Completed,BUDGET,False,0
May lay.,Fish enter country effect. If trip perhaps their. Hit environmental space who every.,57726,28863,86589,2023-09-04,2025-12-25,94.54584534799031,Failed,INVESTMENT,False,0
Focus page those.,Alone be his identify public individual. Including all eat report sense. Matter run movie. Price hard way material president subject create author.,68006,34003,102009,2023-10-10,2026-03-10,54.81459996469753,Completed,COST_REDUCTION,True,1
Join them word.,"Modern save worry certainly by notice. Little with entire purpose.
Try option authority people commercial us safe seem. Race avoid hour party surface.",1082,541,1623,2023-04-30,2024-02-10,88.18330778702888,Failed,PROFIT_MARGIN,False,0
Congress sure.,"Produce simply factor wide. Reflect consumer many radio.
Second issue space on. Anyone vote we first risk.
Skill pressure on move. Nor international both fly member prove.",87674,43837,131511,2023-12-03,2025-12-05,60.94399122780714,Completed,DEBT_MANAGEMENT,True,0
Fire TV.,State red inside college institution hot source. While sort table six most government indicate. Give recently according between always organization.,82600,41300,123900,2024-04-15,2025-06-20,56.44731140486303,Completed,EXPENSE_CONTROL,False,0
Or save statement.,"Service community consumer trouble market center.
Likely per research though modern fish. Continue ten risk open during watch. Soldier meeting benefit fast. Test why ever.",88669,44334,133003,2023-07-26,2025-11-02,5.307754497330597,InProgress,DEBT_MANAGEMENT,True,0
Different television floor.,"Southern positive capital even hundred green letter ago. Avoid buy carry force. Particular enter official teach put outside boy.
Force oil type compare short score look mean. Study law always senior.",16974,8487,25461,2023-10-20,2024-08-11,89.95406648462185,InProgress,COST_REDUCTION,True,1
Suddenly free floor.,Choice manager sing west certainly bit. Lay material vote by family event stand. Us make way task away.,16818,8409,25227,2024-12-12,2026-03-25,17.548281733733685,Completed,REVENUE_GROWTH,False,0
Author.,"Buy evidence painting down social. Suffer drop rise test value especially.
Protect certain tell account eye. Fine store keep.",57981,28990,86971,2024-10-03,2025-05-10,53.81783125000625,Failed,CASH_FLOW,False,1
Behind move sound.,"Card course cell election difficult whole anything. See wrong huge bill age rate beat early. Executive month right ever word.
Central specific per some some officer north.",33611,16805,50416,2024-01-02,2024-10-12,77.99688178294926,Failed,REVENUE_GROWTH,False,0
Win indicate bring.,Old visit stop development affect. Yourself different window speech scene week these. Teach issue home list speak environment visit.,1447,723,2170,2023-05-09,2025-01-27,49.030750130253075,Completed,PROFIT_MARGIN,False,0
Final economic life.,"Ground head serve nation beyond director. Owner continue keep wall outside form.
Threat reality word meet traditional design paper million. Concern race guess watch customer.",45259,22629,67888,2024-02-26,2025-11-23,75.8197487958401,InProgress,DEBT_MANAGEMENT,False,0
Employee no.,Write leg among enjoy news defense. Answer trip ground born already. Bad fish travel yes.,78552,39276,117828,2023-12-28,2024-12-18,30.852132392947553,Failed,TAX_OPTIMIZATION,False,0
Realize good.,"Gun focus cell hundred war single. Compare dark teach agreement money practice put.
Party consider language free discover throughout. Image tonight describe hair rise call increase.",92027,46013,138040,2025-02-14,2026-01-27,62.86662814540062,InProgress,TAX_OPTIMIZATION,True,1
Seek unit.,"Reduce answer drug blood response. So money close keep continue owner. Ahead exactly foreign.
Food any professional admit point. She church much nor. Reason order prepare.",25338,12669,38007,2024-01-22,2026-02-14,80.67340388500259,Completed,REVENUE_GROWTH,True,0
Beat claim over.,"Until short bag house tell. Discussion road turn star present hotel. Senior possible individual listen budget city.
Begin teach if wrong. Star PM field run. Serious build protect director.",50793,25396,76189,2024-01-14,2025-08-27,68.75492407687231,Failed,DEBT_MANAGEMENT,False,0
Rate traditional everybody.,Knowledge not pick range several great break. Activity until method summer local inside future. Develop describe western necessary official figure I cut.,6302,3151,9453,2024-01-03,2024-11-18,75.21906711322711,InProgress,EXPENSE_CONTROL,True,0
On exactly second.,"Occur finally PM easy sell have. Baby rock evening little lead break image.
Phone Republican along population music morning. Something bag her want must trial perhaps shoulder.",82151,41075,123226,2024-10-09,2025-03-20,10.404021009528307,Completed,REVENUE_GROWTH,True,0
May sister.,Place structure head seat run. Song kind executive scene where girl garden. Door spend director leave that. Senior hear second million anything ready player drive.,87046,43523,130569,2025-02-09,2025-07-17,45.577394621166015,Completed,EXPENSE_CONTROL,True,0
Difficult man.,Expert compare market difference me defense a. Sometimes difficult himself test. Security little offer when seek environmental. Consumer visit teach police go soon.,15419,7709,23128,2023-07-03,2026-04-07,61.6741290596292,Completed,COST_REDUCTION,True,0
Enjoy to six.,"Certain able ahead health once line better radio. Serve still window explain hotel arrive. Media seat party plan dark.
They suddenly oil imagine. Finally buy ten treat. Position energy share.",93789,46894,140683,2024-12-14,2025-06-18,7.538896743081825,Completed,INVESTMENT,True,0
Local election.,These country through report similar traditional. Loss speak shoulder beat single. School feel medical finally.,52234,26117,78351,2024-10-15,2026-02-24,58.94053018936308,Failed,INVESTMENT,False,0
Pull long.,Property culture her administration account message well. Garden body certain.,27424,13712,41136,2023-12-28,2024-10-25,56.49590625599351,Failed,COST_REDUCTION,False,0
Event company question.,"Lot walk pass agency language trip rock. Movie yeah list spend after. Establish concern drug art radio environmental themselves.
Suffer brother career.",2482,1241,3723,2024-01-02,2024-10-19,40.89217617993073,InProgress,COST_REDUCTION,True,0
Unit six take.,"Citizen side person pressure. No political else.
Center receive have true.
Shoulder four of choose apply sport no might. Report pick benefit leave.",48677,24338,73015,2025-04-14,2026-04-09,65.61787316115641,InProgress,EXPENSE_CONTROL,True,0
Section might.,"Coach carry seven onto firm few doctor. Ball between white whose present. Key first hospital general.
We recently think. In attack society able difference behavior.",42861,21430,64291,2023-05-15,2025-10-30,7.308018913597703,InProgress,CASH_FLOW,False,0
